inp,output,flag,username,timestamp
/media/HDD1/thanh/api-server/flagged/inp/b7e7e5fb102c612f1390f4b9057facda1bc3df3e/tmp53hz4k36.jpg,/media/HDD1/thanh/api-server/flagged/output/tmp2bwbu7jh.json,,,2023-07-08 16:07:57.585717
